campaign_id,start_date,end_date,duration_days,channel,segment,objective,product,region,ab_group,budget,impressions,clicks,ctr,conversions,cvr,revenue,roi,cpc,cpa,success
CAMP06037,2024-05-21,2024-06-08,18,Social Media,Premium,Brand Awareness,Electronics,Central,B,215034,210389,46892,22.29,1858,3.96,4803291,2133.74,4.59,115.73,True
CAMP06038,2023-05-04,2023-06-18,45,PPC,Dormant,Retention,Sports,East,A,17896,5282,1647,31.19,95,5.79,271638,1417.87,10.87,188.38,True
CAMP06039,2022-06-08,2022-07-03,25,Email,Returning,Retention,Home & Living,Central,B,231661,291342,81349,27.92,4646,5.71,21956983,9378.07,2.85,49.86,True
CAMP06040,2024-10-03,2024-10-11,8,Social Media,At-Risk,Upsell,Beauty,Central,B,322637,283889,59376,20.92,2207,3.72,7702320,2287.3,5.43,146.19,True
CAMP06041,2023-04-21,2023-06-16,56,Influencer,At-Risk,Brand Awareness,Fashion,North,A,272840,106512,15387,14.45,414,2.7,964339,253.44,17.73,659.03,True
CAMP06042,2024-12-23,2025-01-13,21,Content Marketing,Premium,Lead Generation,Fashion,South,A,48967,93181,12271,13.17,296,2.41,1336038,2628.45,3.99,165.43,True
CAMP06043,2023-04-25,2023-06-03,39,Social Media,Premium,Retention,Electronics,North,B,68126,54824,10665,19.45,368,3.46,305646,348.65,6.39,185.12,True
CAMP06044,2024-06-23,2024-07-26,33,Social Media,New Customers,Brand Awareness,Sports,Central,B,63027,45580,8705,19.1,295,3.4,463109,634.78,7.24,213.65,True
CAMP06045,2024-10-02,2024-11-02,31,Email,Premium,Upsell,Home & Living,North,A,385612,498197,117809,23.65,5698,4.84,24910782,6360.06,3.27,67.67,True
CAMP06046,2023-03-27,2023-05-15,49,Social Media,Dormant,Retention,Home & Living,South,B,218975,214200,40838,19.07,1384,3.39,2557088,1067.75,5.36,158.22,True
CAMP06047,2024-12-24,2025-01-07,14,Content Marketing,At-Risk,Lead Generation,Fashion,South,A,422833,620957,75256,12.12,1672,2.22,3834020,806.75,5.62,252.89,True
CAMP06048,2023-01-29,2023-03-20,50,PPC,New Customers,Upsell,Beauty,North,A,13168,3279,1068,32.59,64,6.05,107790,718.58,12.33,205.75,True
CAMP06049,2022-09-29,2022-11-20,52,Social Media,Returning,Lead Generation,Food & Beverage,South,B,478767,394467,81928,20.77,3025,3.69,11426194,2286.59,5.84,158.27,True
CAMP06050,2022-04-12,2022-05-06,24,PPC,New Customers,Conversion,Fashion,Central,B,312296,93506,32664,34.93,2119,6.49,4185529,1240.24,9.56,147.38,True
CAMP06051,2022-10-15,2022-11-24,40,Social Media,Premium,Conversion,Sports,North,A,139133,120787,21918,18.15,707,3.23,3340069,2300.63,6.35,196.79,True
CAMP06052,2023-06-27,2023-07-31,34,Social Media,Returning,Brand Awareness,Electronics,South,A,348398,280525,48378,17.25,1483,3.07,6716160,1827.73,7.2,234.93,True
CAMP06053,2023-03-12,2023-04-22,41,Content Marketing,Premium,Retention,Fashion,East,B,31474,57261,8241,14.39,217,2.64,573437,1721.94,3.82,145.04,True
CAMP06054,2024-04-04,2024-05-07,33,SEO,At-Risk,Conversion,Fashion,East,A,422396,927179,225157,24.28,10740,4.77,45860669,10757.27,1.88,39.33,True
CAMP06055,2023-06-28,2023-08-07,40,Social Media,Returning,Brand Awareness,Home & Living,Central,A,364898,255790,50980,19.93,1806,3.54,1915009,424.81,7.16,202.05,True
CAMP06056,2023-09-19,2023-09-30,11,Email,New Customers,Conversion,Beauty,East,B,328620,434373,116862,26.9,6430,5.5,14764413,4392.85,2.81,51.11,True
CAMP06057,2023-03-14,2023-03-27,13,Email,Returning,Conversion,Home & Living,East,B,141006,170838,42446,24.85,2157,5.08,3708159,2529.79,3.32,65.37,True
CAMP06058,2022-01-03,2022-02-02,30,Social Media,Dormant,Conversion,Sports,Central,A,379811,308034,52206,16.95,1572,3.01,4449049,1071.38,7.28,241.61,True
CAMP06059,2023-01-26,2023-02-11,16,Email,Premium,Conversion,Food & Beverage,Central,B,358665,416683,99509,23.88,4860,4.88,13678599,3713.75,3.6,73.8,True
CAMP06060,2024-12-22,2025-01-31,40,PPC,Returning,Conversion,Home & Living,South,A,100929,31904,10160,31.85,600,5.91,2322303,2200.93,9.93,168.22,True
CAMP06061,2022-06-02,2022-06-09,7,Social Media,Returning,Lead Generation,Food & Beverage,North,A,114140,76924,15153,19.7,530,3.5,2306948,1921.16,7.53,215.36,True
CAMP06062,2023-10-18,2023-11-21,34,Content Marketing,New Customers,Retention,Food & Beverage,North,A,424885,684877,77312,11.29,1600,2.07,1738758,309.23,5.5,265.55,True
CAMP06063,2023-08-09,2023-10-01,53,SEO,New Customers,Brand Awareness,Fashion,East,A,396028,851120,256497,30.14,15183,5.92,35733060,8922.86,1.54,26.08,True
CAMP06064,2023-05-24,2023-06-30,37,Social Media,At-Risk,Brand Awareness,Food & Beverage,South,A,250078,216181,40036,18.52,1318,3.29,3824978,1429.51,6.25,189.74,True
CAMP06065,2023-06-22,2023-07-03,11,Content Marketing,Dormant,Brand Awareness,Fashion,South,B,396646,698736,103151,14.76,2791,2.71,5059173,1175.49,3.85,142.12,True
CAMP06066,2023-08-20,2023-10-18,59,SEO,New Customers,Conversion,Sports,West,B,430120,975120,318454,32.66,20428,6.41,68491418,15823.79,1.35,21.06,True
CAMP06067,2024-01-31,2024-02-21,21,PPC,Returning,Retention,Sports,South,B,383325,92753,34218,36.89,2344,6.85,10786694,2713.98,11.2,163.53,True
CAMP06068,2023-11-04,2023-11-23,19,Social Media,New Customers,Brand Awareness,Electronics,East,A,330833,247960,48060,19.38,1656,3.45,7388691,2133.36,6.88,199.78,True
CAMP06069,2023-02-06,2023-03-01,23,SEO,Returning,Brand Awareness,Home & Living,East,B,495483,1124577,325568,28.95,18513,5.69,42759329,8529.83,1.52,26.76,True
CAMP06070,2022-01-01,2022-01-27,26,Email,New Customers,Conversion,Electronics,West,B,93027,128424,31366,24.42,1566,5.0,6454964,6838.81,2.97,59.4,True
CAMP06071,2022-08-17,2022-10-05,49,PPC,New Customers,Retention,Food & Beverage,East,A,118612,37139,14358,38.66,1030,7.18,946521,698.0,8.26,115.16,True
CAMP06072,2023-09-23,2023-11-03,41,Email,Returning,Conversion,Sports,Central,B,121440,156825,34869,22.23,1585,4.55,2457015,1923.23,3.48,76.62,True
CAMP06073,2024-08-02,2024-09-01,30,Email,New Customers,Lead Generation,Electronics,South,A,212735,262225,57911,22.08,2616,4.52,10466821,4820.12,3.67,81.32,True
CAMP06074,2023-10-04,2023-11-03,30,Email,Returning,Conversion,Sports,Central,A,14149,16382,3527,21.53,155,4.4,647567,4476.77,4.01,91.28,True
CAMP06075,2023-12-09,2023-12-31,22,Social Media,Dormant,Retention,Sports,Central,B,295905,209508,43785,20.9,1626,3.72,5062517,1610.86,6.76,181.98,True
CAMP06076,2022-08-02,2022-09-03,32,SEO,Returning,Retention,Home & Living,North,A,15155,25344,6435,25.39,320,4.99,471675,3012.34,2.36,47.36,True
CAMP06077,2023-07-29,2023-09-19,52,SEO,Returning,Lead Generation,Electronics,East,B,256392,411810,115309,28.0,6342,5.5,10905221,4153.34,2.22,40.43,True
CAMP06078,2022-09-20,2022-10-03,13,Email,At-Risk,Brand Awareness,Sports,North,B,429345,567994,133275,23.46,6396,4.8,8131872,1794.02,3.22,67.13,True
CAMP06079,2022-09-12,2022-10-14,32,Email,Returning,Retention,Sports,West,B,178008,192295,52996,27.56,2987,5.64,12455574,6897.2,3.36,59.59,True
CAMP06080,2023-09-23,2023-10-20,27,Social Media,Premium,Lead Generation,Fashion,North,A,322423,312959,62949,20.11,2250,3.58,4761759,1376.87,5.12,143.3,True
CAMP06081,2023-01-21,2023-02-03,13,Influencer,Returning,Conversion,Electronics,North,A,383790,146107,22470,15.38,645,2.87,1461391,280.78,17.08,595.02,True
CAMP06082,2022-12-23,2023-02-10,49,Email,New Customers,Conversion,Sports,North,A,217849,249118,62555,25.11,3213,5.14,7058737,3140.2,3.48,67.8,True
CAMP06083,2024-05-01,2024-06-12,42,SEO,New Customers,Upsell,Fashion,South,A,55725,113531,29118,25.65,1466,5.04,1769531,3075.47,1.91,38.01,True
CAMP06084,2024-10-09,2024-10-21,12,Content Marketing,Dormant,Upsell,Beauty,East,B,219965,376275,52661,14.0,1351,2.57,1697706,671.81,4.18,162.82,True
CAMP06085,2024-10-29,2024-12-04,36,Influencer,At-Risk,Lead Generation,Home & Living,Central,B,381819,174840,26922,15.4,773,2.87,3505423,818.09,14.18,493.94,True
CAMP06086,2023-07-10,2023-07-27,17,Influencer,Returning,Lead Generation,Food & Beverage,West,A,147663,67616,9725,14.38,261,2.68,628636,325.72,15.18,565.76,True
CAMP06087,2022-07-01,2022-08-21,51,Influencer,Returning,Retention,Electronics,South,A,282377,107379,18055,16.82,566,3.14,1579664,459.42,15.64,498.9,True
CAMP06088,2024-11-22,2024-12-10,18,Social Media,At-Risk,Upsell,Beauty,South,A,59086,47514,9798,20.62,359,3.67,321993,444.96,6.03,164.58,True
CAMP06089,2022-02-03,2022-03-13,38,SEO,At-Risk,Lead Generation,Electronics,West,A,326198,749320,206977,27.62,11230,5.43,15399360,4620.86,1.58,29.05,True
CAMP06090,2024-05-31,2024-07-22,52,PPC,New Customers,Conversion,Electronics,North,B,115051,34919,16045,45.95,1369,8.53,4094207,3458.6,7.17,84.04,True
CAMP06091,2022-10-26,2022-12-03,38,Social Media,Dormant,Conversion,Home & Living,South,B,204409,146697,27014,18.42,884,3.27,3383635,1555.33,7.57,231.23,True
CAMP06092,2023-12-08,2024-01-24,47,Email,Premium,Retention,Sports,South,B,62166,76583,16928,22.1,765,4.52,3589289,5673.72,3.67,81.26,True
CAMP06093,2024-03-14,2024-03-24,10,Social Media,Premium,Lead Generation,Home & Living,South,A,397193,373819,72185,19.31,2478,3.43,11239837,2729.82,5.5,160.29,True
CAMP06094,2022-05-16,2022-05-25,9,Social Media,Returning,Conversion,Home & Living,West,B,183080,149693,33909,22.65,1365,4.03,6324988,3354.77,5.4,134.12,True
CAMP06095,2022-03-03,2022-03-15,12,SMS,At-Risk,Conversion,Home & Living,Central,A,207326,500998,133541,26.66,4508,3.38,13059707,6199.12,1.55,45.99,True
CAMP06096,2023-06-05,2023-07-28,53,SMS,New Customers,Lead Generation,Electronics,Central,B,289835,801729,295485,36.86,13794,4.67,50878651,17454.35,0.98,21.01,True
CAMP06097,2022-06-17,2022-07-08,21,Content Marketing,At-Risk,Lead Generation,Electronics,North,A,335463,613218,64621,10.54,1248,1.93,2940368,776.51,5.19,268.8,True
CAMP06098,2024-11-21,2025-01-15,55,Email,Premium,Conversion,Food & Beverage,North,B,419964,483463,120463,24.92,6139,5.1,13805119,3187.21,3.49,68.41,True
CAMP06099,2022-12-17,2023-02-01,46,PPC,At-Risk,Conversion,Beauty,Central,A,243678,63988,25320,39.57,1860,7.35,9007063,3596.3,9.62,131.01,True
CAMP06100,2022-06-08,2022-06-27,19,Social Media,At-Risk,Retention,Sports,Central,A,337979,245479,45438,18.51,1495,3.29,6221110,1740.68,7.44,226.07,True
CAMP06101,2022-07-31,2022-08-15,15,Influencer,Premium,Brand Awareness,Fashion,West,B,144611,67550,11961,17.71,395,3.31,1259109,770.69,12.09,366.1,True
CAMP06102,2023-05-27,2023-06-13,17,Influencer,New Customers,Lead Generation,Electronics,North,B,142739,51338,9513,18.53,329,3.46,1616437,1032.44,15.0,433.86,True
CAMP06103,2023-09-28,2023-10-26,28,Email,At-Risk,Brand Awareness,Home & Living,Central,A,214425,237916,52827,22.2,2399,4.54,1458697,580.28,4.06,89.38,True
CAMP06104,2022-11-26,2022-12-13,17,SEO,Returning,Upsell,Fashion,West,B,247509,416524,129663,31.13,7928,6.11,23407270,9357.14,1.91,31.22,True
CAMP06105,2023-06-01,2023-07-30,59,Social Media,Returning,Upsell,Electronics,West,B,164292,144468,31635,21.9,1231,3.89,6020168,3564.31,5.19,133.46,True
CAMP06106,2023-10-07,2023-10-28,21,Email,Dormant,Conversion,Food & Beverage,South,B,473921,517622,141735,27.38,7938,5.6,16297976,3338.96,3.34,59.7,True
CAMP06107,2023-04-08,2023-05-21,43,Email,At-Risk,Retention,Beauty,Central,B,197094,273649,62007,22.66,2873,4.63,6633766,3265.79,3.18,68.6,True
CAMP06108,2022-12-09,2022-12-22,13,Email,New Customers,Brand Awareness,Electronics,South,B,129670,172811,50113,29.0,2972,5.93,10598368,8073.34,2.59,43.63,True
CAMP06109,2024-02-26,2024-04-04,38,Email,New Customers,Lead Generation,Home & Living,East,A,202003,252440,62671,24.83,3182,5.08,15814767,7728.98,3.22,63.48,True
CAMP06110,2024-10-23,2024-11-10,18,Email,Returning,Retention,Fashion,West,B,305053,405560,90375,22.28,4119,4.56,19132045,6171.71,3.38,74.06,True
CAMP06111,2022-06-24,2022-08-09,46,Email,Dormant,Lead Generation,Fashion,West,B,424349,436920,104779,23.98,5139,4.91,11350121,2574.71,4.05,82.57,True
CAMP06112,2023-05-18,2023-07-14,57,SMS,Returning,Lead Generation,Home & Living,East,B,463376,1276769,425061,33.29,17924,4.22,27534461,5842.14,1.09,25.85,True
CAMP06113,2022-03-28,2022-04-22,25,SEO,At-Risk,Retention,Fashion,North,B,427548,709361,235473,33.2,15353,6.52,48417540,11224.47,1.82,27.85,True
CAMP06114,2023-08-19,2023-09-16,28,Social Media,New Customers,Conversion,Food & Beverage,Central,A,448513,409541,75590,18.46,2480,3.28,11190132,2394.94,5.93,180.85,True
CAMP06115,2024-04-10,2024-05-13,33,Email,New Customers,Upsell,Fashion,North,B,458965,527968,125049,23.69,6058,4.84,29123689,6245.51,3.67,75.76,True
CAMP06116,2023-09-18,2023-10-21,33,PPC,Premium,Retention,Beauty,South,A,463424,115789,34853,30.1,1948,5.59,6466042,1295.28,13.3,237.9,True
CAMP06117,2024-01-18,2024-02-08,21,PPC,Returning,Retention,Home & Living,South,A,223585,67672,20775,30.7,1184,5.7,1334064,496.67,10.76,188.84,True
CAMP06118,2023-04-30,2023-05-27,27,Social Media,Returning,Brand Awareness,Sports,East,B,434378,395657,83035,20.99,3098,3.73,11830955,2623.65,5.23,140.21,True
CAMP06119,2022-01-22,2022-02-16,25,Social Media,New Customers,Brand Awareness,Sports,West,B,365332,364135,79029,21.7,3049,3.86,13809371,3679.95,4.62,119.82,True
CAMP06120,2023-01-30,2023-03-27,56,Email,Premium,Brand Awareness,Fashion,East,B,412102,489756,120385,24.58,6052,5.03,6717035,1529.94,3.42,68.09,True
CAMP06121,2024-06-03,2024-07-16,43,PPC,Returning,Conversion,Food & Beverage,North,A,354450,96577,34446,35.67,2281,6.62,10800100,2947.0,10.29,155.39,True
CAMP06122,2023-01-15,2023-03-15,59,PPC,New Customers,Lead Generation,Sports,South,A,199916,47060,18862,40.08,1404,7.44,5642146,2722.26,10.6,142.39,True
CAMP06123,2024-01-20,2024-02-28,39,Social Media,At-Risk,Lead Generation,Home & Living,North,B,152227,127826,23067,18.05,740,3.21,2622977,1623.07,6.6,205.71,True
CAMP06124,2023-11-24,2023-12-16,22,SEO,At-Risk,Conversion,Fashion,South,A,40485,78628,21806,27.73,1187,5.45,4035950,9869.0,1.86,34.11,True
CAMP06125,2023-08-19,2023-10-16,58,Email,New Customers,Retention,Beauty,East,B,101453,114239,29366,25.71,1544,5.26,4668446,4501.58,3.45,65.71,True
CAMP06126,2024-10-09,2024-12-06,58,Influencer,Returning,Conversion,Food & Beverage,South,A,176053,84301,12514,14.85,346,2.77,850649,383.18,14.07,508.82,True
CAMP06127,2024-10-15,2024-10-31,16,PPC,Dormant,Conversion,Fashion,West,B,314223,96708,43593,45.08,3649,8.37,14246050,4433.74,7.21,86.11,True
CAMP06128,2023-08-14,2023-09-30,47,Social Media,At-Risk,Conversion,Beauty,Central,A,117274,85336,16977,19.89,600,3.54,800142,582.28,6.91,195.46,True
CAMP06129,2022-07-03,2022-07-16,13,SEO,New Customers,Conversion,Food & Beverage,South,B,435181,802971,261785,32.6,16764,6.4,80227300,18335.39,1.66,25.96,True
CAMP06130,2024-01-06,2024-03-04,58,SMS,Dormant,Lead Generation,Food & Beverage,South,A,78437,219894,67323,30.62,2610,3.88,1702998,2071.17,1.17,30.05,True
CAMP06131,2022-09-03,2022-10-14,41,Email,At-Risk,Brand Awareness,Home & Living,South,A,448300,664978,160262,24.1,7900,4.93,25568397,5603.41,2.8,56.75,True
CAMP06132,2023-05-27,2023-07-06,40,PPC,New Customers,Lead Generation,Electronics,East,A,441112,131159,52426,39.97,3891,7.42,16973737,3747.94,8.41,113.37,True
CAMP06133,2024-09-07,2024-11-05,59,PPC,Dormant,Lead Generation,Beauty,North,A,278573,79868,30474,38.16,2159,7.09,2503114,798.55,9.14,129.03,True
CAMP06134,2024-07-20,2024-08-03,14,Email,Returning,Lead Generation,Food & Beverage,East,A,170461,187892,47110,25.07,2416,5.13,2165221,1170.21,3.62,70.56,True
CAMP06135,2022-04-28,2022-05-15,17,Email,Premium,Lead Generation,Electronics,East,A,61441,75229,16589,22.05,748,4.51,3269615,5221.55,3.7,82.14,True
CAMP06136,2024-10-27,2024-11-16,20,SMS,Returning,Conversion,Sports,West,A,458912,993741,304138,30.61,11790,3.88,34794263,7481.9,1.51,38.92,True
CAMP06137,2022-03-04,2022-04-26,53,Email,Premium,Lead Generation,Sports,East,A,111580,143788,28169,19.59,1128,4.01,5237543,4593.98,3.96,98.92,True
CAMP06138,2023-08-16,2023-09-12,27,Email,Premium,Brand Awareness,Fashion,North,A,189496,227589,42639,18.74,1634,3.83,1009276,432.61,4.44,115.97,True
CAMP06139,2023-10-17,2023-11-18,32,Influencer,New Customers,Conversion,Beauty,East,B,297277,113885,18081,15.88,535,2.96,1782163,499.5,16.44,555.66,True
CAMP06140,2023-01-25,2023-02-18,24,SEO,Dormant,Lead Generation,Fashion,North,A,283949,650831,199449,30.65,12006,6.02,49832380,17449.76,1.42,23.65,True
CAMP06141,2023-01-23,2023-03-17,53,Social Media,New Customers,Brand Awareness,Fashion,West,A,412571,314812,62467,19.84,2203,3.53,5980646,1349.6,6.6,187.28,True
CAMP06142,2023-07-13,2023-09-07,56,PPC,New Customers,Lead Generation,Fashion,East,B,73895,24238,11048,45.59,935,8.47,3913644,5196.22,6.69,79.03,True
CAMP06143,2024-11-06,2024-12-11,35,Email,New Customers,Lead Generation,Electronics,North,A,341736,347681,82543,23.74,4008,4.86,2929615,757.27,4.14,85.26,True
CAMP06144,2024-08-28,2024-09-23,26,Social Media,Returning,Brand Awareness,Fashion,Central,A,248683,210710,39627,18.81,1324,3.34,4342314,1646.12,6.28,187.83,True
CAMP06145,2022-07-01,2022-08-09,39,Social Media,New Customers,Lead Generation,Electronics,South,B,24541,23457,4794,20.44,174,3.63,601765,2352.08,5.12,141.04,True
CAMP06146,2022-09-03,2022-09-22,19,Content Marketing,New Customers,Lead Generation,Beauty,Central,A,324498,631757,83483,13.21,2022,2.42,8882036,2637.16,3.89,160.48,True
CAMP06147,2022-01-11,2022-01-21,10,Email,Returning,Retention,Home & Living,Central,B,256980,263149,68924,26.19,3692,5.36,5731925,2130.49,3.73,69.6,True
CAMP06148,2023-12-21,2024-01-02,12,Social Media,Returning,Retention,Food & Beverage,South,A,413168,303186,55531,18.32,1808,3.26,2572922,522.73,7.44,228.52,True
CAMP06149,2022-07-17,2022-07-27,10,Social Media,Returning,Lead Generation,Sports,East,A,474968,396333,81171,20.48,2955,3.64,4008750,744.0,5.85,160.73,True
CAMP06150,2023-12-26,2024-01-13,18,Email,Returning,Conversion,Electronics,West,A,314741,383873,80011,20.84,3411,4.26,2368111,652.4,3.93,92.27,True
CAMP06151,2024-12-01,2025-01-05,35,Email,New Customers,Lead Generation,Beauty,East,B,400514,598617,139866,23.36,6684,4.78,14247979,3457.42,2.86,59.92,True
CAMP06152,2024-03-29,2024-04-27,29,SMS,New Customers,Brand Awareness,Home & Living,East,B,215278,607559,222677,36.65,10337,4.64,47709078,22061.61,0.97,20.83,True
CAMP06153,2022-08-20,2022-10-03,44,Social Media,Returning,Conversion,Home & Living,East,A,229223,161815,30126,18.62,997,3.31,2069458,802.81,7.61,229.91,True
CAMP06154,2024-09-18,2024-10-19,31,Influencer,Returning,Brand Awareness,Electronics,West,A,62162,29616,4711,15.91,139,2.97,189967,205.6,13.2,447.21,True
CAMP06155,2022-12-05,2023-01-13,39,Email,Returning,Lead Generation,Beauty,Central,B,89464,95743,21638,22.6,1000,4.62,4487270,4915.73,4.13,89.46,True
CAMP06156,2023-06-30,2023-08-26,57,PPC,Returning,Conversion,Electronics,North,A,37463,9234,3612,39.12,262,7.27,259520,592.74,10.37,142.99,True
CAMP06157,2023-03-09,2023-03-29,20,Email,New Customers,Conversion,Home & Living,North,A,273047,313325,78955,25.2,4069,5.15,7821175,2764.41,3.46,67.1,True
CAMP06158,2024-11-30,2024-12-16,16,SEO,Returning,Conversion,Fashion,West,A,430439,720319,215366,29.9,12648,5.87,19597261,4452.85,2.0,34.03,True
CAMP06159,2022-12-26,2023-02-23,59,Social Media,New Customers,Retention,Fashion,West,A,14807,10006,1855,18.54,61,3.3,227694,1437.75,7.98,242.74,True
CAMP06160,2022-09-20,2022-09-30,10,PPC,New Customers,Upsell,Beauty,South,A,391900,111117,37833,34.05,2392,6.32,1294450,230.3,10.36,163.84,True
CAMP06161,2024-04-30,2024-06-11,42,SEO,At-Risk,Lead Generation,Fashion,South,B,292589,502082,156062,31.08,9528,6.11,38735226,13138.78,1.87,30.71,True
CAMP06162,2024-09-28,2024-10-19,21,Social Media,New Customers,Brand Awareness,Sports,Central,B,375579,331209,69055,20.85,2559,3.71,3753120,899.29,5.44,146.77,True
CAMP06163,2023-07-01,2023-08-05,35,Content Marketing,New Customers,Lead Generation,Food & Beverage,North,A,265751,434611,52462,12.07,1161,2.21,2135589,703.61,5.07,228.9,True
CAMP06164,2023-12-28,2024-02-13,47,Influencer,Returning,Lead Generation,Beauty,West,B,35433,16476,2918,17.71,96,3.31,342760,867.35,12.14,369.09,True
CAMP06165,2022-06-22,2022-07-30,38,PPC,Returning,Conversion,Electronics,East,B,228142,75893,33914,44.69,2814,8.3,3266057,1331.59,6.73,81.07,True
CAMP06166,2022-09-04,2022-10-26,52,Influencer,Dormant,Lead Generation,Electronics,North,B,201649,77024,12356,16.04,370,2.99,458158,127.21,16.32,545.0,True
CAMP06167,2024-10-17,2024-11-17,31,PPC,Premium,Conversion,Food & Beverage,West,B,189567,48309,18288,37.86,1285,7.03,4369017,2204.74,10.37,147.52,True
CAMP06168,2024-10-12,2024-10-23,11,Influencer,Returning,Lead Generation,Fashion,North,A,358701,151598,24394,16.09,732,3.0,2181222,508.09,14.7,490.03,True
CAMP06169,2023-11-03,2023-12-16,43,Social Media,New Customers,Conversion,Home & Living,East,A,257991,199400,39020,19.57,1357,3.48,1907035,639.19,6.61,190.12,True
CAMP06170,2024-02-22,2024-04-03,41,PPC,At-Risk,Retention,Home & Living,West,A,235985,65160,26159,40.15,1950,7.46,6186154,2521.42,9.02,121.02,True
CAMP06171,2024-09-06,2024-09-13,7,Email,Returning,Retention,Home & Living,Central,B,11749,15369,4124,26.84,226,5.49,246442,1997.56,2.85,51.99,True
CAMP06172,2024-07-02,2024-08-24,53,Email,Dormant,Upsell,Beauty,Central,B,401055,480461,130176,27.09,7214,5.54,16489156,4011.45,3.08,55.59,True
CAMP06173,2023-12-05,2024-01-17,43,Content Marketing,Returning,Conversion,Food & Beverage,Central,A,140277,262694,35668,13.58,887,2.49,4418469,3049.82,3.93,158.15,True
CAMP06174,2024-10-19,2024-11-04,16,Email,Returning,Lead Generation,Sports,South,B,453644,621932,177774,28.58,10394,5.85,46315505,10109.66,2.55,43.64,True
CAMP06175,2023-06-06,2023-06-27,21,PPC,New Customers,Lead Generation,Food & Beverage,North,A,263747,83685,27932,33.38,1731,6.2,2320762,779.92,9.44,152.37,True
CAMP06176,2022-10-29,2022-12-05,37,PPC,Premium,Lead Generation,Beauty,North,A,423204,141112,55322,39.2,4027,7.28,11802024,2688.73,7.65,105.09,True
CAMP06177,2022-11-29,2022-12-31,32,Email,New Customers,Conversion,Sports,Central,A,52309,73135,17920,24.5,898,5.01,2259696,4219.9,2.92,58.25,True
CAMP06178,2022-07-09,2022-07-23,14,Email,New Customers,Brand Awareness,Beauty,South,A,313761,420346,89589,21.31,3905,4.36,7874989,2409.87,3.5,80.35,True
CAMP06179,2024-02-22,2024-03-24,31,Social Media,New Customers,Lead Generation,Food & Beverage,North,A,374021,364002,75017,20.61,2748,3.66,6127313,1538.23,4.99,136.11,True
CAMP06180,2023-01-23,2023-02-06,14,Social Media,Dormant,Retention,Food & Beverage,South,A,455211,425791,85861,20.17,3078,3.58,2659739,484.29,5.3,147.89,True
CAMP06181,2023-08-05,2023-09-27,53,Influencer,Premium,Lead Generation,Food & Beverage,Central,A,447158,203562,32978,16.2,997,3.02,3912236,774.91,13.56,448.5,True
CAMP06182,2023-06-05,2023-07-31,56,SEO,Dormant,Retention,Electronics,South,B,333590,535188,187191,34.98,12860,6.87,61098163,18215.35,1.78,25.94,True
CAMP06183,2024-10-28,2024-12-23,56,SEO,At-Risk,Lead Generation,Home & Living,West,B,83604,175642,64971,36.99,4720,7.27,8633625,10226.81,1.29,17.71,True
CAMP06184,2022-03-31,2022-05-18,48,PPC,Dormant,Retention,Home & Living,South,B,234276,76680,30165,39.34,2203,7.31,7851886,3251.55,7.77,106.34,True
CAMP06185,2022-03-26,2022-05-12,47,Social Media,Returning,Brand Awareness,Beauty,West,B,295330,250636,52936,21.12,1987,3.75,5179059,1653.65,5.58,148.63,True
CAMP06186,2023-03-14,2023-03-21,7,Email,New Customers,Brand Awareness,Sports,South,B,477792,680004,158150,23.26,7523,4.76,15560749,3156.8,3.02,63.51,True
CAMP06187,2022-04-07,2022-05-22,45,SEO,Dormant,Lead Generation,Sports,West,B,91944,154606,54931,35.53,3833,6.98,18504231,20025.54,1.67,23.99,True
CAMP06188,2023-05-30,2023-06-19,20,Email,New Customers,Conversion,Home & Living,North,B,420883,600092,154442,25.74,8130,5.26,9339587,2119.05,2.73,51.77,True
CAMP06189,2023-12-04,2023-12-15,11,PPC,Returning,Brand Awareness,Sports,North,B,462488,137121,49477,36.08,3315,6.7,6674938,1343.27,9.35,139.51,True
CAMP06190,2023-08-25,2023-09-24,30,Email,Returning,Retention,Beauty,East,A,204349,296861,62547,21.07,2695,4.31,7291609,3468.21,3.27,75.83,True
CAMP06191,2024-04-04,2024-05-31,57,PPC,Returning,Upsell,Electronics,South,B,23800,7520,3129,41.61,241,7.73,208054,774.18,7.61,98.76,True
CAMP06192,2024-06-12,2024-07-27,45,Email,Returning,Retention,Food & Beverage,West,B,363681,464692,128854,27.73,7308,5.67,10421053,2765.44,2.82,49.76,True
CAMP06193,2022-05-22,2022-07-17,56,PPC,Premium,Brand Awareness,Food & Beverage,South,A,468014,110820,39397,35.55,2601,6.6,2653061,466.88,11.88,179.94,True
CAMP06194,2024-07-05,2024-08-02,28,Content Marketing,New Customers,Lead Generation,Home & Living,Central,A,104728,148229,17659,11.91,385,2.18,1528348,1359.35,5.93,272.02,True
CAMP06195,2023-07-28,2023-09-20,54,PPC,New Customers,Conversion,Fashion,North,B,18914,5892,2210,37.52,154,6.97,379059,1904.12,8.56,122.82,True
CAMP06196,2023-01-07,2023-02-01,25,Content Marketing,New Customers,Brand Awareness,Fashion,North,B,337620,607787,79302,13.05,1896,2.39,8563461,2436.42,4.26,178.07,True
CAMP06197,2022-08-07,2022-08-14,7,Email,New Customers,Brand Awareness,Food & Beverage,Central,A,61744,89310,17717,19.84,718,4.06,3493480,5558.01,3.49,85.99,True
