date,category,region,sales,units_sold,discount,profit
2023-08-22,Clothing,East,7988,18,0.13,2084.45
2023-08-22,Clothing,West,11034,49,0.2,3245.37
2023-08-22,Grocery,North,17121,70,0.09,2159.49
2023-08-22,Grocery,South,16981,58,0.16,3110.17
2023-08-22,Grocery,East,15555,59,0.03,3711.79
2023-08-22,Grocery,West,19624,43,0.18,3291.96
2023-08-22,Furniture,North,6342,29,0.03,881.92
2023-08-22,Furniture,South,6744,14,0.17,1587.42
2023-08-22,Furniture,East,4680,10,0.18,1141.96
2023-08-22,Furniture,West,6452,20,0.09,1828.89
2023-08-22,Sports,North,7374,16,0.03,1701.72
2023-08-22,Sports,South,7327,16,0.07,1350.86
2023-08-22,Sports,East,5909,11,0.08,1583.1
2023-08-22,Sports,West,7785,36,0.06,1055.06
2023-08-23,Electronics,North,15100,36,0.06,1897.63
2023-08-23,Electronics,South,14971,34,0.07,4278.28
2023-08-23,Electronics,East,11394,54,0.06,1868.44
2023-08-23,Electronics,West,14529,51,0.09,4007.0
2023-08-23,Clothing,North,10909,23,0.04,3184.34
2023-08-23,Clothing,South,9163,34,0.08,2710.06
2023-08-23,Clothing,East,8726,14,0.17,2029.25
2023-08-23,Clothing,West,8784,19,0.14,2545.87
2023-08-23,Grocery,North,22220,44,0.13,6167.03
2023-08-23,Grocery,South,18150,86,0.1,4053.37
2023-08-23,Grocery,East,15028,45,0.17,2527.76
2023-08-23,Grocery,West,19126,35,0.06,5042.72
2023-08-23,Furniture,North,5189,19,0.25,876.77
2023-08-23,Furniture,South,4978,17,0.01,989.14
2023-08-23,Furniture,East,5200,9,0.12,565.04
2023-08-23,Furniture,West,5848,19,0.01,1616.43
2023-08-23,Sports,North,7646,21,0.23,1576.36
2023-08-23,Sports,South,7261,23,0.2,1120.78
2023-08-23,Sports,East,6948,12,0.15,1396.29
2023-08-23,Sports,West,7157,31,0.15,1183.19
2023-08-24,Electronics,North,17377,38,0.02,3118.29
2023-08-24,Electronics,South,14031,50,0.04,2021.45
2023-08-24,Electronics,East,12747,22,0.13,1277.56
2023-08-24,Electronics,West,15123,70,0.04,3873.66
2023-08-24,Clothing,North,10119,18,0.06,2028.69
2023-08-24,Clothing,South,9219,27,0.22,2221.32
2023-08-24,Clothing,East,9092,18,0.2,2686.81
2023-08-24,Clothing,West,9634,34,0.05,2035.67
2023-08-24,Grocery,North,20809,79,0.11,4277.96
2023-08-24,Grocery,South,17534,45,0.02,2271.89
2023-08-24,Grocery,East,16044,43,0.04,3968.17
2023-08-24,Grocery,West,16652,31,0.05,4072.29
2023-08-24,Furniture,North,6288,10,0.11,1301.97
2023-08-24,Furniture,South,5858,11,0.06,1053.11
2023-08-24,Furniture,East,5293,10,0.21,1097.08
2023-08-24,Furniture,West,5768,11,0.04,1434.4
2023-08-24,Sports,North,6778,18,0.21,1451.98
2023-08-24,Sports,South,7558,21,0.12,2038.29
2023-08-24,Sports,East,6799,22,0.13,1181.71
2023-08-24,Sports,West,7284,16,0.14,1560.68
2023-08-25,Electronics,North,12182,21,0.07,2275.48
2023-08-25,Electronics,South,15653,55,0.08,2344.76
2023-08-25,Electronics,East,13752,44,0.25,2156.93
2023-08-25,Electronics,West,15784,29,0.07,2882.77
2023-08-25,Clothing,North,10761,26,0.2,2599.26
2023-08-25,Clothing,South,10717,18,0.06,1106.68
2023-08-25,Clothing,East,8959,31,0.05,1692.07
2023-08-25,Clothing,West,11102,54,0.0,2479.85
2023-08-25,Grocery,North,20255,67,0.06,3921.31
2023-08-25,Grocery,South,17306,66,0.16,4635.43
2023-08-25,Grocery,East,16365,29,0.23,3446.09
2023-08-25,Grocery,West,16685,63,0.16,4120.57
2023-08-25,Furniture,North,6036,15,0.08,672.73
2023-08-25,Furniture,South,6863,14,0.0,774.3
2023-08-25,Furniture,East,5439,13,0.05,1519.71
2023-08-25,Furniture,West,5991,13,0.09,1456.68
2023-08-25,Sports,North,8680,30,0.04,1668.19
2023-08-25,Sports,South,6721,20,0.15,1732.4
2023-08-25,Sports,East,6378,18,0.18,1313.72
2023-08-25,Sports,West,7513,13,0.18,977.05
2023-08-26,Electronics,North,19268,55,0.04,5000.64
2023-08-26,Electronics,South,16277,46,0.02,2481.48
2023-08-26,Electronics,East,17074,55,0.09,1877.54
2023-08-26,Electronics,West,20242,34,0.08,5786.83
2023-08-26,Clothing,North,12203,25,0.12,3603.91
2023-08-26,Clothing,South,12563,27,0.13,2859.26
2023-08-26,Clothing,East,9850,20,0.02,1581.1
2023-08-26,Clothing,West,11185,24,0.25,3189.22
2023-08-26,Grocery,North,23931,45,0.14,4587.37
2023-08-26,Grocery,South,23975,82,0.24,5265.88
2023-08-26,Grocery,East,18241,48,0.24,4588.23
2023-08-26,Grocery,West,23597,42,0.1,2673.41
2023-08-26,Furniture,North,7178,22,0.13,993.62
2023-08-26,Furniture,South,6382,11,0.23,972.11
2023-08-26,Furniture,East,6533,21,0.22,955.21
2023-08-26,Furniture,West,8943,19,0.08,2371.88
2023-08-26,Sports,North,10417,30,0.0,1503.5
2023-08-26,Sports,South,8978,17,0.08,1471.79
2023-08-26,Sports,East,6755,12,0.08,1491.44
2023-08-26,Sports,West,8854,23,0.07,1355.21
2023-08-27,Electronics,North,16873,49,0.01,4354.26
2023-08-27,Electronics,South,17413,80,0.22,1906.31
2023-08-27,Electronics,East,16169,40,0.04,2447.28
2023-08-27,Electronics,West,19706,41,0.13,3997.74
2023-08-27,Clothing,North,12683,29,0.03,3739.8
2023-08-27,Clothing,South,10573,19,0.08,2248.64
2023-08-27,Clothing,East,9649,25,0.05,1607.95
2023-08-27,Clothing,West,12318,21,0.14,1396.62
2023-08-27,Grocery,North,24895,46,0.21,6012.28
2023-08-27,Grocery,South,20147,35,0.01,2273.26
2023-08-27,Grocery,East,19778,35,0.08,5764.04
2023-08-27,Grocery,West,22552,61,0.04,5328.14
2023-08-27,Furniture,North,7771,13,0.15,1730.34
2023-08-27,Furniture,South,7219,12,0.21,1245.52
2023-08-27,Furniture,East,6706,12,0.01,1994.67
2023-08-27,Furniture,West,7544,24,0.19,930.32
2023-08-27,Sports,North,9592,19,0.09,2634.45
2023-08-27,Sports,South,7639,13,0.03,1861.73
2023-08-27,Sports,East,7596,14,0.08,2138.12
2023-08-27,Sports,West,8505,23,0.08,2533.0
2023-08-28,Electronics,North,17305,39,0.05,3462.08
2023-08-28,Electronics,South,13479,58,0.18,2746.86
2023-08-28,Electronics,East,12851,24,0.18,2130.84
2023-08-28,Electronics,West,14081,28,0.14,2939.77
2023-08-28,Clothing,North,11243,21,0.25,2757.41
2023-08-28,Clothing,South,10356,27,0.12,1096.24
2023-08-28,Clothing,East,8041,13,0.19,1031.73
2023-08-28,Clothing,West,9290,23,0.05,1481.97
2023-08-28,Grocery,North,21489,39,0.04,4286.63
2023-08-28,Grocery,South,19655,44,0.23,3995.56
2023-08-28,Grocery,East,14060,49,0.24,3101.46
2023-08-28,Grocery,West,16839,52,0.19,2658.12
2023-08-28,Furniture,North,6144,11,0.24,1678.24
2023-08-28,Furniture,South,5801,21,0.21,982.7
2023-08-28,Furniture,East,5149,21,0.21,635.02
2023-08-28,Furniture,West,6267,15,0.09,1575.34
2023-08-28,Sports,North,8151,36,0.21,1575.31
2023-08-28,Sports,South,7365,25,0.07,2066.24
2023-08-28,Sports,East,6199,11,0.04,640.02
2023-08-28,Sports,West,7434,16,0.16,966.63
2023-08-29,Electronics,North,12361,53,0.13,2682.67
2023-08-29,Electronics,South,14212,49,0.18,1627.56
2023-08-29,Electronics,East,10686,28,0.22,2500.43
2023-08-29,Electronics,West,15173,58,0.22,2648.7
2023-08-29,Clothing,North,10224,36,0.23,1979.14
2023-08-29,Clothing,South,7689,21,0.04,2003.26
2023-08-29,Clothing,East,8680,30,0.01,1709.04
2023-08-29,Clothing,West,9227,19,0.03,2040.12
2023-08-29,Grocery,North,18499,49,0.12,4925.22
2023-08-29,Grocery,South,18087,35,0.19,4265.05
2023-08-29,Grocery,East,15886,45,0.13,4301.04
2023-08-29,Grocery,West,21771,50,0.25,2797.72
2023-08-29,Furniture,North,5676,16,0.2,1503.88
2023-08-29,Furniture,South,5674,26,0.24,1556.8
2023-08-29,Furniture,East,5120,12,0.04,918.36
2023-08-29,Furniture,West,6470,25,0.22,1398.98
2023-08-29,Sports,North,7847,17,0.2,1671.05
2023-08-29,Sports,South,6645,19,0.07,1921.03
2023-08-29,Sports,East,6860,14,0.16,2017.68
2023-08-29,Sports,West,7188,16,0.18,1940.29
2023-08-30,Electronics,North,16401,28,0.19,2393.29
2023-08-30,Electronics,South,12756,36,0.1,2771.49
2023-08-30,Electronics,East,13851,25,0.02,2141.8
2023-08-30,Electronics,West,15168,44,0.0,2783.58
2023-08-30,Clothing,North,10530,43,0.1,2311.16
2023-08-30,Clothing,South,7647,14,0.19,1383.89
2023-08-30,Clothing,East,8060,34,0.22,2105.07
2023-08-30,Clothing,West,9662,46,0.22,2152.46
2023-08-30,Grocery,North,19158,73,0.09,3640.13
2023-08-30,Grocery,South,19377,38,0.2,4811.13
2023-08-30,Grocery,East,18269,57,0.25,2441.49
2023-08-30,Grocery,West,17835,36,0.04,2785.35
2023-08-30,Furniture,North,6812,27,0.17,958.91
2023-08-30,Furniture,South,6226,10,0.15,626.93
2023-08-30,Furniture,East,4948,16,0.14,698.27
2023-08-30,Furniture,West,5748,15,0.04,1341.47
2023-08-30,Sports,North,8855,15,0.1,1267.1
2023-08-30,Sports,South,7542,12,0.01,1976.53
2023-08-30,Sports,East,6498,16,0.21,1599.93
2023-08-30,Sports,West,6746,25,0.17,967.5
2023-08-31,Electronics,North,15732,26,0.17,3802.32
2023-08-31,Electronics,South,13196,25,0.22,2026.19
2023-08-31,Electronics,East,11192,27,0.05,1262.47
2023-08-31,Electronics,West,15190,64,0.24,1537.28
2023-08-31,Clothing,North,10770,30,0.18,1828.5
2023-08-31,Clothing,South,9531,23,0.23,1033.8
2023-08-31,Clothing,East,8009,20,0.19,2365.22
2023-08-31,Clothing,West,9508,36,0.01,1213.88
2023-08-31,Grocery,North,20538,82,0.09,2648.63
2023-08-31,Grocery,South,16141,27,0.07,2483.12
2023-08-31,Grocery,East,14890,54,0.12,4463.99
2023-08-31,Grocery,West,21255,39,0.24,6062.19
2023-08-31,Furniture,North,6112,12,0.1,1136.25
2023-08-31,Furniture,South,6271,11,0.05,999.09
2023-08-31,Furniture,East,5300,23,0.03,1144.32
2023-08-31,Furniture,West,6292,12,0.2,1163.93
2023-08-31,Sports,North,8157,14,0.11,1039.65
2023-08-31,Sports,South,6577,14,0.02,1462.07
2023-08-31,Sports,East,6295,13,0.11,1671.07
2023-08-31,Sports,West,6548,18,0.04,1262.33
2023-09-01,Electronics,North,13989,35,0.16,3991.68
2023-09-01,Electronics,South,13036,29,0.21,3118.4
2023-09-01,Electronics,East,12001,22,0.24,1945.63
2023-09-01,Electronics,West,13231,37,0.12,2640.89
2023-09-01,Clothing,North,10799,18,0.2,1727.37
2023-09-01,Clothing,South,9704,28,0.15,2303.03
2023-09-01,Clothing,East,8180,29,0.13,1093.99
2023-09-01,Clothing,West,9217,21,0.12,1666.29
2023-09-01,Grocery,North,17585,48,0.16,1959.98
2023-09-01,Grocery,South,19915,53,0.05,2145.14
2023-09-01,Grocery,East,17962,34,0.15,3664.45
2023-09-01,Grocery,West,15609,72,0.07,3722.03
2023-09-01,Furniture,North,6704,15,0.08,1436.79
2023-09-01,Furniture,South,5081,20,0.18,530.99
2023-09-01,Furniture,East,4728,10,0.09,727.99
2023-09-01,Furniture,West,6226,11,0.12,988.03
2023-09-01,Sports,North,7436,15,0.17,1879.02
2023-09-01,Sports,South,6656,15,0.12,1240.52
2023-09-01,Sports,East,6087,10,0.07,800.22
2023-09-01,Sports,West,7800,25,0.12,2224.38
2023-09-02,Electronics,North,19610,68,0.17,3784.87
2023-09-02,Electronics,South,15673,31,0.21,2616.59
2023-09-02,Electronics,East,15595,27,0.06,4357.51
2023-09-02,Electronics,West,19318,57,0.19,5672.47
2023-09-02,Clothing,North,12681,37,0.15,3058.17
2023-09-02,Clothing,South,12404,29,0.21,1384.95
2023-09-02,Clothing,East,10955,50,0.0,2423.53
2023-09-02,Clothing,West,14556,58,0.19,4219.05
2023-09-02,Grocery,North,24858,56,0.11,5718.82
2023-09-02,Grocery,South,20833,39,0.24,4835.31
2023-09-02,Grocery,East,20558,48,0.02,2693.4
2023-09-02,Grocery,West,25472,72,0.16,2933.33
2023-09-02,Furniture,North,7784,15,0.17,1588.99
2023-09-02,Furniture,South,7265,16,0.23,2043.93
2023-09-02,Furniture,East,6202,25,0.08,1552.93
2023-09-02,Furniture,West,8284,18,0.18,1002.91
2023-09-02,Sports,North,9919,28,0.09,1770.86
2023-09-02,Sports,South,8039,15,0.17,974.38
2023-09-02,Sports,East,8644,14,0.23,1293.62
2023-09-02,Sports,West,8283,36,0.14,1501.29
2023-09-03,Electronics,North,19926,75,0.09,5159.11
2023-09-03,Electronics,South,15906,33,0.15,4551.75
2023-09-03,Electronics,East,16133,65,0.03,3247.33
2023-09-03,Electronics,West,17185,81,0.13,1751.08
2023-09-03,Clothing,North,11108,47,0.2,1977.06
2023-09-03,Clothing,South,12417,32,0.09,1449.39
2023-09-03,Clothing,East,12125,21,0.19,1404.77
2023-09-03,Clothing,West,11703,43,0.01,1449.74
2023-09-03,Grocery,North,21025,45,0.01,5707.22
2023-09-03,Grocery,South,21566,45,0.24,6266.35
2023-09-03,Grocery,East,18233,63,0.07,3379.21
2023-09-03,Grocery,West,23720,55,0.17,2730.82
2023-09-03,Furniture,North,7592,14,0.01,1351.45
2023-09-03,Furniture,South,7337,19,0.14,873.76
2023-09-03,Furniture,East,6435,17,0.06,1648.28
2023-09-03,Furniture,West,7999,39,0.03,1553.02
2023-09-03,Sports,North,9675,19,0.22,2083.28
2023-09-03,Sports,South,8504,23,0.11,1584.32
2023-09-03,Sports,East,7783,32,0.07,2272.77
2023-09-03,Sports,West,9351,25,0.08,1516.27
2023-09-04,Electronics,North,14251,25,0.19,3137.7
2023-09-04,Electronics,South,15390,31,0.19,3161.26
2023-09-04,Electronics,East,11554,31,0.14,3345.72
2023-09-04,Electronics,West,14305,54,0.19,2119.15
2023-09-04,Clothing,North,10295,27,0.09,1445.38
2023-09-04,Clothing,South,9661,19,0.16,2686.06
2023-09-04,Clothing,East,7568,15,0.22,2255.96
2023-09-04,Clothing,West,10013,21,0.07,2133.53
2023-09-04,Grocery,North,22592,97,0.05,4627.37
2023-09-04,Grocery,South,21326,41,0.05,2833.29
2023-09-04,Grocery,East,16642,42,0.01,3237.47
2023-09-04,Grocery,West,19832,37,0.0,2390.18
2023-09-04,Furniture,North,6437,13,0.19,1030.19
2023-09-04,Furniture,South,6438,20,0.07,859.16
2023-09-04,Furniture,East,5310,22,0.06,868.73
2023-09-04,Furniture,West,6044,23,0.02,800.05
2023-09-04,Sports,North,9146,31,0.13,926.0
2023-09-04,Sports,South,7349,16,0.0,1679.65
2023-09-04,Sports,East,5767,24,0.0,1212.97
2023-09-04,Sports,West,7283,13,0.21,1557.45
2023-09-05,Electronics,North,14122,26,0.1,2551.18
2023-09-05,Electronics,South,15485,32,0.23,3097.06
2023-09-05,Electronics,East,12240,38,0.11,1952.68
2023-09-05,Electronics,West,14313,29,0.14,2595.61
2023-09-05,Clothing,North,10603,22,0.2,3161.49
2023-09-05,Clothing,South,8301,28,0.0,1660.94
2023-09-05,Clothing,East,8270,16,0.08,1474.04
2023-09-05,Clothing,West,9904,17,0.12,2427.12
2023-09-05,Grocery,North,21512,65,0.22,4512.88
2023-09-05,Grocery,South,17807,55,0.01,1827.74
2023-09-05,Grocery,East,14171,64,0.14,4219.53
2023-09-05,Grocery,West,17374,47,0.14,2501.18
2023-09-05,Furniture,North,6062,11,0.24,1503.04
2023-09-05,Furniture,South,5304,25,0.11,976.68
2023-09-05,Furniture,East,5230,10,0.14,1198.54
2023-09-05,Furniture,West,6110,12,0.14,1643.38
2023-09-05,Sports,North,7755,14,0.21,1425.97
2023-09-05,Sports,South,7815,14,0.05,1514.86
2023-09-05,Sports,East,6032,10,0.09,1428.84
2023-09-05,Sports,West,7115,20,0.14,1206.76
2023-09-06,Electronics,North,16312,43,0.21,2790.34
2023-09-06,Electronics,South,14690,29,0.16,2808.67
2023-09-06,Electronics,East,12705,23,0.18,2623.77
2023-09-06,Electronics,West,15728,47,0.24,1751.3
2023-09-06,Clothing,North,10220,20,0.08,1807.32
2023-09-06,Clothing,South,10002,36,0.24,1086.82
2023-09-06,Clothing,East,7297,13,0.13,976.49
2023-09-06,Clothing,West,8901,22,0.06,920.56
2023-09-06,Grocery,North,15907,53,0.04,3034.08
2023-09-06,Grocery,South,18337,33,0.19,1850.68
2023-09-06,Grocery,East,15285,36,0.2,2914.21
2023-09-06,Grocery,West,18506,52,0.23,1958.92
2023-09-06,Furniture,North,6234,14,0.04,1725.92
2023-09-06,Furniture,South,6200,15,0.14,766.39
2023-09-06,Furniture,East,5860,18,0.22,824.98
2023-09-06,Furniture,West,6527,11,0.18,1737.29
2023-09-06,Sports,North,7271,21,0.18,1160.69
2023-09-06,Sports,South,7931,35,0.06,1991.05
2023-09-06,Sports,East,5928,17,0.14,903.39
2023-09-06,Sports,West,7821,17,0.07,971.17
2023-09-07,Electronics,North,14737,55,0.24,3414.18
2023-09-07,Electronics,South,13196,48,0.11,2029.89
2023-09-07,Electronics,East,13320,36,0.11,2393.51
2023-09-07,Electronics,West,15080,39,0.01,3295.3
2023-09-07,Clothing,North,9895,22,0.22,1125.27
2023-09-07,Clothing,South,9658,17,0.02,2864.69
2023-09-07,Clothing,East,8203,36,0.01,2241.53
2023-09-07,Clothing,West,9196,40,0.2,2587.54
2023-09-07,Grocery,North,18602,58,0.16,3713.02
2023-09-07,Grocery,South,17688,69,0.13,2973.93
2023-09-07,Grocery,East,16983,28,0.22,1710.76
2023-09-07,Grocery,West,21717,80,0.23,4514.78
2023-09-07,Furniture,North,6391,12,0.03,1582.29
2023-09-07,Furniture,South,6551,11,0.07,1137.73
2023-09-07,Furniture,East,5646,10,0.13,1307.69
2023-09-07,Furniture,West,6212,11,0.06,1646.45
2023-09-07,Sports,North,7982,13,0.13,947.32
2023-09-07,Sports,South,6086,10,0.15,695.2
2023-09-07,Sports,East,6414,14,0.21,1299.94
2023-09-07,Sports,West,6787,22,0.01,692.96
2023-09-08,Electronics,North,17092,29,0.05,2502.04
2023-09-08,Electronics,South,13915,51,0.04,2657.64
2023-09-08,Electronics,East,13933,42,0.16,1399.9
2023-09-08,Electronics,West,15696,28,0.22,3277.59
2023-09-08,Clothing,North,9434,37,0.0,2240.98
2023-09-08,Clothing,South,9226,30,0.08,1009.39
2023-09-08,Clothing,East,7597,33,0.19,2167.2
2023-09-08,Clothing,West,10950,26,0.03,2524.05
2023-09-08,Grocery,North,16627,29,0.2,2583.06
2023-09-08,Grocery,South,17133,29,0.09,3660.89
2023-09-08,Grocery,East,18100,60,0.23,2771.75
2023-09-08,Grocery,West,19488,41,0.19,5384.58
2023-09-08,Furniture,North,7296,31,0.19,1832.25
2023-09-08,Furniture,South,5630,15,0.08,991.11
2023-09-08,Furniture,East,5321,9,0.17,1149.89
2023-09-08,Furniture,West,5736,9,0.14,970.34
2023-09-08,Sports,North,7776,13,0.22,2250.13
2023-09-08,Sports,South,8003,39,0.08,1804.23
2023-09-08,Sports,East,6795,13,0.16,1302.28
2023-09-08,Sports,West,6548,13,0.2,1566.4
2023-09-09,Electronics,North,19860,34,0.16,2320.33
2023-09-09,Electronics,South,15073,37,0.22,2749.6
2023-09-09,Electronics,East,16153,28,0.07,3219.47
2023-09-09,Electronics,West,18950,56,0.13,1967.48
2023-09-09,Clothing,North,11562,28,0.17,2552.24
2023-09-09,Clothing,South,11943,29,0.17,1593.06
2023-09-09,Clothing,East,11759,27,0.23,2219.54
2023-09-09,Clothing,West,11799,46,0.01,2306.57
2023-09-09,Grocery,North,20849,47,0.06,2986.92
2023-09-09,Grocery,South,21033,46,0.24,2956.29
2023-09-09,Grocery,East,19703,79,0.07,5874.49
2023-09-09,Grocery,West,20381,37,0.18,2144.18
2023-09-09,Furniture,North,8281,17,0.17,1135.26
2023-09-09,Furniture,South,6310,16,0.05,1796.55
2023-09-09,Furniture,East,5432,9,0.23,1090.85
2023-09-09,Furniture,West,8279,17,0.08,1337.33
2023-09-09,Sports,North,10474,23,0.11,2438.64
2023-09-09,Sports,South,8817,16,0.2,1535.21
2023-09-09,Sports,East,8382,17,0.18,1100.51
2023-09-09,Sports,West,9057,20,0.24,1288.9
2023-09-10,Electronics,North,17576,51,0.16,2582.17
2023-09-10,Electronics,South,15193,37,0.1,3477.62
2023-09-10,Electronics,East,16064,32,0.17,4286.77
2023-09-10,Electronics,West,15978,27,0.21,4595.93
2023-09-10,Clothing,North,12777,41,0.2,3370.67
2023-09-10,Clothing,South,11538,52,0.15,3117.3
2023-09-10,Clothing,East,9126,39,0.18,1048.84
2023-09-10,Clothing,West,13979,31,0.23,2569.65
2023-09-10,Grocery,North,25241,123,0.23,3477.1
2023-09-10,Grocery,South,22828,72,0.22,5417.5
2023-09-10,Grocery,East,18427,51,0.24,2228.25
2023-09-10,Grocery,West,22421,41,0.08,5177.29
2023-09-10,Furniture,North,7047,31,0.04,1502.21
2023-09-10,Furniture,South,7885,13,0.23,967.45
2023-09-10,Furniture,East,6350,11,0.19,1855.81
2023-09-10,Furniture,West,7899,20,0.18,1951.49
2023-09-10,Sports,North,9920,33,0.25,2603.24
2023-09-10,Sports,South,8697,19,0.02,1320.84
2023-09-10,Sports,East,8139,13,0.1,2269.89
2023-09-10,Sports,West,9674,17,0.24,1494.54
2023-09-11,Electronics,North,14282,32,0.18,2108.06
2023-09-11,Electronics,South,13907,51,0.16,2484.15
2023-09-11,Electronics,East,11531,28,0.05,2485.48
2023-09-11,Electronics,West,11658,51,0.03,2824.8
2023-09-11,Clothing,North,9456,34,0.01,1737.8
2023-09-11,Clothing,South,9956,24,0.22,1000.5
2023-09-11,Clothing,East,7324,13,0.05,829.35
2023-09-11,Clothing,West,8346,23,0.15,2267.01
2023-09-11,Grocery,North,17743,53,0.03,5242.05
2023-09-11,Grocery,South,16220,38,0.07,2795.48
2023-09-11,Grocery,East,16152,38,0.18,4056.81
2023-09-11,Grocery,West,19481,70,0.04,5714.54
2023-09-11,Furniture,North,6303,10,0.1,1279.32
2023-09-11,Furniture,South,5175,9,0.09,963.62
2023-09-11,Furniture,East,4706,12,0.19,1286.89
2023-09-11,Furniture,West,5617,14,0.08,1585.78
2023-09-11,Sports,North,8358,16,0.01,1132.74
2023-09-11,Sports,South,6579,15,0.22,1439.48
2023-09-11,Sports,East,6700,16,0.14,765.52
2023-09-11,Sports,West,7835,13,0.17,1025.6
2023-09-12,Electronics,North,14233,30,0.12,3822.35
2023-09-12,Electronics,South,12658,53,0.18,3480.68
2023-09-12,Electronics,East,10851,28,0.2,3079.6
2023-09-12,Electronics,West,13887,61,0.13,3165.43
2023-09-12,Clothing,North,10085,35,0.12,2330.32
2023-09-12,Clothing,South,9046,16,0.08,995.8
2023-09-12,Clothing,East,8893,21,0.19,1410.99
2023-09-12,Clothing,West,11326,31,0.02,2415.0
2023-09-12,Grocery,North,19377,66,0.17,3357.0
2023-09-12,Grocery,South,17804,71,0.02,1841.74
2023-09-12,Grocery,East,15986,40,0.13,3809.74
2023-09-12,Grocery,West,18564,38,0.08,2447.41
2023-09-12,Furniture,North,7279,13,0.02,1584.37
2023-09-12,Furniture,South,5511,24,0.21,1286.05
2023-09-12,Furniture,East,5654,14,0.07,1453.83
2023-09-12,Furniture,West,6470,12,0.03,1815.17
2023-09-12,Sports,North,7221,25,0.24,1154.58
2023-09-12,Sports,South,6390,10,0.16,864.65
2023-09-12,Sports,East,6768,15,0.03,1065.2
2023-09-12,Sports,West,7390,25,0.03,1222.73
2023-09-13,Electronics,North,13927,36,0.08,4162.7
2023-09-13,Electronics,South,15645,36,0.21,2945.42
2023-09-13,Electronics,East,12823,25,0.08,2837.52
2023-09-13,Electronics,West,14286,60,0.01,3759.39
2023-09-13,Clothing,North,10069,22,0.18,2509.28
2023-09-13,Clothing,South,9636,24,0.15,2229.87
2023-09-13,Clothing,East,8540,21,0.09,1301.05
2023-09-13,Clothing,West,9142,20,0.04,2396.73
2023-09-13,Grocery,North,19921,37,0.23,3837.94
2023-09-13,Grocery,South,16541,73,0.17,2589.07
2023-09-13,Grocery,East,15685,30,0.05,4381.25
2023-09-13,Grocery,West,16597,49,0.1,2096.18
2023-09-13,Furniture,North,6343,10,0.17,1597.16
2023-09-13,Furniture,South,6833,24,0.18,1445.04
2023-09-13,Furniture,East,5787,9,0.02,1491.76
2023-09-13,Furniture,West,5864,10,0.08,1012.15
2023-09-13,Sports,North,7800,21,0.21,2028.68
2023-09-13,Sports,South,7524,18,0.1,1463.38
2023-09-13,Sports,East,6841,12,0.06,1813.56
2023-09-13,Sports,West,6629,19,0.03,716.59
2023-09-14,Electronics,North,18584,91,0.16,3785.67
2023-09-14,Electronics,South,13021,21,0.03,3138.11
2023-09-14,Electronics,East,11876,57,0.0,1630.87
2023-09-14,Electronics,West,13883,51,0.0,3379.54
2023-09-14,Clothing,North,8162,33,0.08,1584.39
2023-09-14,Clothing,South,9345,15,0.13,970.96
2023-09-14,Clothing,East,7963,20,0.17,1736.88
2023-09-14,Clothing,West,8832,21,0.21,1229.85
2023-09-14,Grocery,North,22702,42,0.24,4776.5
2023-09-14,Grocery,South,15103,28,0.14,1610.96
2023-09-14,Grocery,East,15206,26,0.12,3712.66
2023-09-14,Grocery,West,20573,85,0.05,3802.74
2023-09-14,Furniture,North,7047,23,0.19,1959.05
2023-09-14,Furniture,South,5961,11,0.16,1561.77
2023-09-14,Furniture,East,5282,10,0.11,1080.15
2023-09-14,Furniture,West,6591,29,0.22,844.14
2023-09-14,Sports,North,7082,28,0.23,2082.16
2023-09-14,Sports,South,6320,11,0.09,701.82
2023-09-14,Sports,East,6540,20,0.22,1746.35
2023-09-14,Sports,West,6932,23,0.17,1306.4
2023-09-15,Electronics,North,15841,29,0.23,1770.17
2023-09-15,Electronics,South,12397,33,0.15,2077.71
2023-09-15,Electronics,East,13611,26,0.18,3807.07
2023-09-15,Electronics,West,13768,34,0.2,1407.67
2023-09-15,Clothing,North,10448,25,0.04,1157.56
2023-09-15,Clothing,South,10130,33,0.04,2149.22
2023-09-15,Clothing,East,7643,36,0.14,1767.31
2023-09-15,Clothing,West,8509,25,0.03,2048.5
2023-09-15,Grocery,North,19451,46,0.06,5441.34
2023-09-15,Grocery,South,17068,66,0.15,3814.74
2023-09-15,Grocery,East,15789,33,0.23,3817.57
2023-09-15,Grocery,West,17632,44,0.21,3010.79
2023-09-15,Furniture,North,6453,14,0.09,1408.31
2023-09-15,Furniture,South,5868,10,0.16,1572.64
2023-09-15,Furniture,East,4678,15,0.12,871.96
2023-09-15,Furniture,West,5617,10,0.03,1184.12
2023-09-15,Sports,North,8051,15,0.11,1836.62
2023-09-15,Sports,South,6880,13,0.02,1615.04
2023-09-15,Sports,East,6119,15,0.24,1777.15
2023-09-15,Sports,West,7112,12,0.01,1924.27
2023-09-16,Electronics,North,19129,57,0.19,2322.37
2023-09-16,Electronics,South,19544,42,0.17,4118.69
2023-09-16,Electronics,East,15213,38,0.19,3701.89
2023-09-16,Electronics,West,19425,45,0.07,3085.66
2023-09-16,Clothing,North,11489,24,0.05,2013.88
2023-09-16,Clothing,South,12300,24,0.19,1745.84
2023-09-16,Clothing,East,10479,24,0.19,1097.44
2023-09-16,Clothing,West,9877,40,0.04,1364.34
2023-09-16,Grocery,North,25265,43,0.17,3427.7
2023-09-16,Grocery,South,21671,107,0.08,2710.85
