order_id,restaurant_id,city,cuisine,order_date,items_ordered,order_value,discount_amt,final_amount,delivery_time,order_rating,price_category,rest_type
ORD010064,R01237,Hyderabad,Thai,2023-08-10,3,647,129,518,35,4.5,Mid-Range,Quick Bites
ORD010065,R01363,Chennai,Desserts,2024-05-27,3,680,0,680,59,4.3,Mid-Range,Cafe
ORD010066,R00178,Chennai,Desserts,2023-02-21,1,282,84,198,63,4.2,Mid-Range,Casual Dining
ORD010067,R01558,Hyderabad,Italian,2023-02-10,5,582,0,582,74,,Budget,Casual Dining
ORD010068,R01400,Chennai,Italian,2024-06-22,1,154,46,108,31,3.7,Budget,Quick Bites
ORD010069,R01355,Ahmedabad,Mexican,2023-12-12,1,651,0,651,90,5.1,Premium,Quick Bites
ORD010070,R01048,Kolkata,Fast Food,2024-12-11,4,876,87,789,40,3.8,Mid-Range,Casual Dining
ORD010071,R00125,Mumbai,Fast Food,2023-07-18,2,865,86,779,30,,Mid-Range,Quick Bites
ORD010072,R00269,Delhi,North Indian,2024-07-07,2,274,0,274,43,,Budget,Cloud Kitchen
ORD010073,R01200,Pune,South Indian,2023-01-13,5,1439,287,1152,50,3.9,Mid-Range,Cloud Kitchen
ORD010074,R01202,Bangalore,Italian,2024-09-03,5,670,0,670,51,4.4,Budget,Casual Dining
ORD010075,R01240,Hyderabad,Fast Food,2023-12-04,2,262,78,184,32,,Budget,Casual Dining
ORD010076,R00675,Chennai,Fast Food,2024-11-25,5,1438,0,1438,53,,Mid-Range,Casual Dining
ORD010077,R00627,Chennai,Continental,2023-09-28,5,609,121,488,56,3.6,Budget,Quick Bites
ORD010078,R01142,Kolkata,Thai,2023-07-11,5,692,138,554,53,3.0,Budget,Quick Bites
ORD010079,R01762,Ahmedabad,North Indian,2024-01-24,2,213,85,128,52,3.5,Budget,Quick Bites
ORD010080,R01545,Jaipur,South Indian,2023-08-18,5,390,39,351,41,2.7,Budget,Casual Dining
ORD010081,R01793,Lucknow,North Indian,2024-10-15,3,692,69,623,41,,Mid-Range,Quick Bites
ORD010082,R00101,Kolkata,North Indian,2023-08-31,4,1213,0,1213,42,3.7,Mid-Range,Quick Bites
ORD010083,R01777,Jaipur,Biryani,2024-09-13,2,1991,0,1991,76,3.6,Premium,Dhaba
ORD010084,R00489,Kolkata,Italian,2024-04-09,4,865,173,692,31,4.5,Mid-Range,Cloud Kitchen
ORD010085,R00364,Chennai,Continental,2023-08-20,3,169,33,136,36,,Budget,Cloud Kitchen
ORD010086,R01769,Mumbai,South Indian,2023-08-06,1,117,46,71,46,3.1,Budget,Casual Dining
ORD010087,R00750,Chennai,Chinese,2024-06-06,5,782,0,782,49,3.9,Budget,Cafe
ORD010088,R01856,Bangalore,Biryani,2024-10-17,4,1806,361,1445,17,,Premium,Casual Dining
ORD010089,R01451,Delhi,Fast Food,2023-09-20,4,2850,570,2280,36,4.5,Premium,Quick Bites
ORD010090,R00400,Mumbai,Mexican,2024-12-16,2,126,0,126,63,,Budget,Casual Dining
ORD010091,R00757,Kolkata,Mexican,2024-08-31,3,274,82,192,82,,Budget,Fine Dining
ORD010092,R01779,Kolkata,Chinese,2024-03-24,2,417,41,376,27,4.6,Mid-Range,Cloud Kitchen
ORD010093,R00313,Chennai,North Indian,2024-10-27,4,4198,1259,2939,30,4.4,Premium,Casual Dining
ORD010094,R00410,Jaipur,Fast Food,2023-06-06,4,441,0,441,79,3.0,Budget,Dhaba
ORD010095,R01339,Mumbai,Desserts,2023-06-29,5,1483,296,1187,25,3.6,Mid-Range,Casual Dining
ORD010096,R01970,Ahmedabad,North Indian,2023-03-30,4,807,0,807,60,4.5,Mid-Range,Quick Bites
ORD010097,R00660,Jaipur,Biryani,2023-10-27,5,3207,0,3207,41,,Premium,Casual Dining
ORD010098,R01756,Hyderabad,Italian,2023-09-08,3,178,17,161,53,4.2,Budget,Cloud Kitchen
ORD010099,R01043,Delhi,Italian,2023-07-13,2,1008,403,605,39,3.7,Premium,Cloud Kitchen
ORD010100,R00311,Delhi,Mexican,2024-12-24,5,845,253,592,70,,Budget,Quick Bites
ORD010101,R00272,Delhi,Desserts,2023-12-03,5,1668,166,1502,67,3.5,Mid-Range,Cafe
ORD010102,R00452,Chennai,Italian,2024-08-26,1,192,19,173,67,3.9,Mid-Range,Quick Bites
ORD010103,R01039,Chennai,Thai,2024-01-31,1,987,296,691,53,4.1,Premium,Cloud Kitchen
ORD010104,R00007,Kolkata,South Indian,2023-02-08,5,637,63,574,44,3.1,Budget,Quick Bites
ORD010105,R00739,Lucknow,Italian,2023-05-19,2,498,149,349,64,4.7,Mid-Range,Fine Dining
ORD010106,R01834,Bangalore,South Indian,2023-07-02,2,874,0,874,34,4.0,Mid-Range,Casual Dining
ORD010107,R01995,Mumbai,South Indian,2023-06-18,5,926,277,649,65,3.8,Budget,Quick Bites
ORD010108,R01461,Pune,North Indian,2024-04-30,2,312,31,281,42,,Budget,Casual Dining
ORD010109,R00554,Mumbai,Fast Food,2023-09-23,5,1251,375,876,17,3.5,Mid-Range,Quick Bites
ORD010110,R00682,Chennai,Chinese,2023-06-22,1,968,290,678,24,4.2,Premium,Quick Bites
ORD010111,R01882,Pune,Thai,2023-02-13,2,566,169,397,27,3.7,Mid-Range,Quick Bites
ORD010112,R01805,Kolkata,Mexican,2024-08-19,5,512,102,410,37,2.8,Budget,Quick Bites
ORD010113,R01936,Pune,Biryani,2024-01-10,2,230,0,230,48,,Budget,Fine Dining
ORD010114,R01964,Delhi,Italian,2024-12-26,1,149,0,149,63,,Budget,Quick Bites
ORD010115,R01440,Jaipur,North Indian,2023-06-14,4,937,93,844,62,3.8,Mid-Range,Cloud Kitchen
ORD010116,R01420,Jaipur,Thai,2024-05-07,4,1205,0,1205,27,,Mid-Range,Casual Dining
ORD010117,R01774,Kolkata,Mexican,2023-01-27,4,1457,0,1457,75,4.5,Premium,Casual Dining
ORD010118,R00671,Mumbai,Desserts,2024-02-20,1,981,0,981,46,4.1,Premium,Cloud Kitchen
ORD010119,R00681,Kolkata,Desserts,2023-11-07,3,1182,0,1182,63,3.8,Mid-Range,Fine Dining
ORD010120,R01115,Jaipur,North Indian,2024-04-10,1,262,131,131,56,3.6,Mid-Range,Casual Dining
ORD010121,R00571,Chennai,Continental,2023-01-24,1,589,58,531,23,,Premium,Cloud Kitchen
ORD010122,R01892,Chennai,Italian,2023-07-17,2,702,0,702,62,,Mid-Range,Quick Bites
ORD010123,R01453,Jaipur,Fast Food,2023-09-26,2,476,142,334,46,,Mid-Range,Fine Dining
ORD010124,R00247,Bangalore,Continental,2024-10-20,2,588,58,530,28,4.0,Mid-Range,Cloud Kitchen
ORD010125,R01862,Hyderabad,Fast Food,2024-12-09,3,2179,0,2179,67,,Premium,Cloud Kitchen
ORD010126,R01825,Lucknow,Thai,2024-11-03,1,84,42,42,27,3.2,Budget,Casual Dining
ORD010127,R01269,Ahmedabad,Chinese,2023-08-23,4,840,84,756,31,3.4,Budget,Casual Dining
ORD010128,R00212,Mumbai,Continental,2024-05-02,5,1318,0,1318,38,,Mid-Range,Cafe
ORD010129,R01492,Bangalore,Fast Food,2024-01-07,2,343,68,275,72,3.8,Mid-Range,Quick Bites
ORD010130,R01987,Kolkata,Desserts,2024-08-01,5,1344,0,1344,79,,Mid-Range,Quick Bites
ORD010131,R01217,Hyderabad,South Indian,2023-06-24,5,2457,1228,1229,55,4.1,Premium,Cafe
ORD010132,R00956,Lucknow,Fast Food,2023-09-09,5,795,159,636,67,3.5,Budget,Casual Dining
ORD010133,R00483,Jaipur,South Indian,2023-09-18,3,478,143,335,79,3.5,Budget,Casual Dining
ORD010134,R01575,Lucknow,Continental,2023-11-18,4,221,88,133,66,3.7,Budget,Casual Dining
ORD010135,R00085,Bangalore,Fast Food,2023-07-29,1,102,0,102,45,,Budget,Quick Bites
ORD010136,R00985,Hyderabad,Desserts,2024-12-09,3,474,47,427,56,3.3,Budget,Cloud Kitchen
ORD010137,R01185,Kolkata,South Indian,2023-10-08,3,679,203,476,41,4.4,Mid-Range,Quick Bites
ORD010138,R00925,Bangalore,Biryani,2024-03-12,5,1067,320,747,55,3.6,Mid-Range,Casual Dining
ORD010139,R01824,Ahmedabad,Thai,2023-03-07,1,130,65,65,73,2.8,Budget,Quick Bites
ORD010140,R00345,Kolkata,North Indian,2023-10-22,2,274,0,274,38,3.9,Budget,Casual Dining
ORD010141,R00056,Delhi,Mexican,2024-07-19,4,1603,480,1123,80,3.6,Mid-Range,Quick Bites
ORD010142,R00037,Hyderabad,Biryani,2024-06-01,3,1122,0,1122,24,,Mid-Range,Fine Dining
ORD010143,R00677,Kolkata,Desserts,2024-01-27,4,608,60,548,46,,Budget,Quick Bites
ORD010144,R00359,Chennai,South Indian,2023-06-28,2,1494,298,1196,73,5.0,Premium,Fine Dining
ORD010145,R01973,Lucknow,Desserts,2023-03-06,1,359,71,288,38,3.4,Mid-Range,Casual Dining
ORD010146,R01854,Ahmedabad,Continental,2023-06-17,3,1111,333,778,53,3.5,Mid-Range,Quick Bites
ORD010147,R00771,Mumbai,Continental,2023-03-10,2,1332,0,1332,35,,Premium,Quick Bites
ORD010148,R01136,Bangalore,Italian,2024-07-17,3,517,103,414,48,2.6,Budget,Dhaba
ORD010149,R01982,Hyderabad,Mexican,2023-03-11,4,493,49,444,68,,Budget,Quick Bites
ORD010150,R01487,Pune,Fast Food,2024-06-13,4,1050,420,630,45,,Mid-Range,Casual Dining
ORD010151,R00108,Chennai,Fast Food,2023-01-24,5,1220,0,1220,43,3.5,Mid-Range,Quick Bites
ORD010152,R00293,Bangalore,Fast Food,2023-09-17,5,927,92,835,73,,Budget,Casual Dining
ORD010153,R01182,Bangalore,Chinese,2024-09-16,3,1020,408,612,27,3.5,Mid-Range,Cafe
ORD010154,R01643,Delhi,Chinese,2023-02-25,1,161,48,113,69,3.2,Budget,Cloud Kitchen
ORD010155,R01819,Lucknow,North Indian,2024-06-04,5,585,175,410,61,4.5,Budget,Fine Dining
ORD010156,R00346,Chennai,Mexican,2023-11-21,4,1187,118,1069,69,,Mid-Range,Casual Dining
ORD010157,R00508,Pune,Fast Food,2023-08-07,1,372,37,335,74,3.0,Mid-Range,Dhaba
ORD010158,R00558,Chennai,Biryani,2023-11-16,2,1970,0,1970,69,,Premium,Casual Dining
ORD010159,R00091,Ahmedabad,South Indian,2024-08-21,5,645,0,645,61,,Budget,Cloud Kitchen
ORD010160,R01237,Hyderabad,Thai,2023-06-02,1,251,50,201,37,4.6,Mid-Range,Quick Bites
ORD010161,R00162,Bangalore,Desserts,2023-02-28,5,2673,0,2673,29,3.4,Premium,Casual Dining
ORD010162,R00339,Kolkata,Thai,2024-03-21,1,288,57,231,82,,Mid-Range,Cloud Kitchen
ORD010163,R01720,Mumbai,Mexican,2024-02-08,1,117,35,82,30,3.6,Budget,Casual Dining
ORD010164,R01329,Pune,Italian,2024-08-29,3,680,272,408,28,3.6,Mid-Range,Fine Dining
ORD010165,R01459,Kolkata,Chinese,2023-10-26,2,573,57,516,38,,Mid-Range,Cafe
ORD010166,R00772,Kolkata,Continental,2024-07-25,5,1598,159,1439,44,,Mid-Range,Quick Bites
ORD010167,R01117,Delhi,Desserts,2024-02-17,1,176,52,124,69,,Budget,Casual Dining
ORD010168,R00060,Bangalore,Italian,2023-05-31,5,818,0,818,21,,Budget,Casual Dining
ORD010169,R00592,Hyderabad,Chinese,2024-11-06,3,645,0,645,23,,Budget,Quick Bites
ORD010170,R00376,Ahmedabad,Biryani,2023-01-04,4,1267,380,887,41,3.9,Mid-Range,Cloud Kitchen
ORD010171,R00339,Kolkata,Thai,2023-08-11,1,295,59,236,66,,Mid-Range,Cloud Kitchen
ORD010172,R00800,Delhi,Fast Food,2023-03-12,5,4435,0,4435,52,,Premium,Cloud Kitchen
ORD010173,R01535,Delhi,Fast Food,2023-09-04,2,864,345,519,53,,Mid-Range,Casual Dining
ORD010174,R00748,Jaipur,Fast Food,2024-11-27,1,117,0,117,38,3.8,Budget,Quick Bites
ORD010175,R00347,Delhi,South Indian,2023-05-20,1,64,25,39,58,,Budget,Casual Dining
ORD010176,R01011,Mumbai,Continental,2024-06-02,3,2715,271,2444,42,,Premium,Cloud Kitchen
ORD010177,R00132,Lucknow,North Indian,2024-03-25,3,1424,142,1282,34,3.9,Premium,Casual Dining
ORD010178,R01157,Chennai,Italian,2023-12-09,5,946,94,852,25,,Budget,Quick Bites
ORD010179,R01161,Ahmedabad,Biryani,2023-01-20,2,802,240,562,38,,Mid-Range,Casual Dining
ORD010180,R00789,Lucknow,Fast Food,2024-10-14,3,3009,0,3009,37,,Premium,Casual Dining
ORD010181,R00686,Chennai,Mexican,2023-07-09,2,1451,0,1451,30,,Premium,Cafe
ORD010182,R01645,Jaipur,Fast Food,2023-11-23,5,1598,0,1598,47,,Mid-Range,Fine Dining
ORD010183,R01305,Mumbai,South Indian,2024-09-20,2,997,199,798,54,4.1,Premium,Dhaba
ORD010184,R00023,Bangalore,Thai,2023-05-31,1,1098,219,879,38,5.2,Premium,Cloud Kitchen
ORD010185,R00250,Chennai,South Indian,2023-03-07,4,785,235,550,74,3.4,Mid-Range,Cloud Kitchen
ORD010186,R01506,Delhi,Desserts,2023-05-17,1,98,19,79,57,,Budget,Casual Dining
ORD010187,R01294,Kolkata,Chinese,2023-05-15,2,763,381,382,36,3.3,Mid-Range,Fine Dining
ORD010188,R01582,Kolkata,South Indian,2024-08-30,4,1413,282,1131,42,,Mid-Range,Fine Dining
ORD010189,R00665,Delhi,North Indian,2024-05-23,1,619,247,372,19,3.4,Premium,Cafe
ORD010190,R01634,Kolkata,Italian,2023-12-10,3,876,0,876,41,,Mid-Range,Quick Bites
ORD010191,R00293,Bangalore,Fast Food,2024-01-29,4,744,74,670,63,,Budget,Casual Dining
ORD010192,R01037,Hyderabad,Biryani,2024-05-13,3,1097,329,768,44,3.8,Mid-Range,Cloud Kitchen
ORD010193,R00287,Bangalore,Chinese,2024-06-11,2,1737,347,1390,81,4.8,Premium,Cafe
ORD010194,R00835,Lucknow,Thai,2024-09-29,2,681,68,613,30,3.3,Mid-Range,Casual Dining
ORD010195,R00574,Delhi,Fast Food,2023-01-20,5,5176,0,5176,71,,Premium,Casual Dining
ORD010196,R01434,Chennai,Desserts,2024-11-10,3,402,40,362,25,,Budget,Cafe
ORD010197,R01321,Chennai,Italian,2024-08-02,5,3758,0,3758,25,,Premium,Cloud Kitchen
ORD010198,R01286,Delhi,South Indian,2023-08-28,2,533,106,427,86,2.9,Mid-Range,Fine Dining
ORD010199,R01446,Kolkata,South Indian,2023-01-24,5,1205,361,844,28,3.6,Mid-Range,Casual Dining
ORD010200,R01823,Kolkata,Chinese,2024-01-30,3,1253,0,1253,67,,Mid-Range,Dhaba
ORD010201,R01603,Bangalore,Italian,2023-07-09,3,715,143,572,37,,Mid-Range,Cloud Kitchen
ORD010202,R01814,Jaipur,Fast Food,2023-07-10,5,510,255,255,67,,Budget,Quick Bites
ORD010203,R01495,Lucknow,Mexican,2023-02-15,3,507,0,507,20,3.7,Budget,Casual Dining
ORD010204,R01340,Mumbai,Fast Food,2023-04-20,4,2284,0,2284,70,4.7,Premium,Cafe
ORD010205,R00355,Mumbai,Continental,2023-06-21,4,600,120,480,28,3.6,Budget,Cloud Kitchen
ORD010206,R01681,Lucknow,Fast Food,2023-05-09,2,700,70,630,52,,Mid-Range,Cloud Kitchen
ORD010207,R00092,Bangalore,Chinese,2023-09-14,1,187,74,113,36,3.9,Mid-Range,Quick Bites
ORD010208,R01679,Hyderabad,South Indian,2023-02-13,1,185,37,148,26,,Mid-Range,Casual Dining
ORD010209,R00800,Delhi,Fast Food,2024-05-28,5,4211,0,4211,43,,Premium,Cloud Kitchen
ORD010210,R01160,Bangalore,North Indian,2024-07-22,4,796,318,478,94,,Mid-Range,Quick Bites
ORD010211,R00319,Delhi,North Indian,2023-08-03,3,307,30,277,49,2.6,Budget,Quick Bites
ORD010212,R00883,Mumbai,Continental,2024-06-11,4,1301,390,911,18,4.0,Mid-Range,Casual Dining
ORD010213,R01595,Chennai,Continental,2024-03-20,5,1359,135,1224,55,,Mid-Range,Cloud Kitchen
ORD010214,R00550,Hyderabad,Italian,2024-05-29,4,741,370,371,60,2.4,Mid-Range,Casual Dining
ORD010215,R00316,Mumbai,Thai,2024-01-23,5,1293,129,1164,30,3.8,Mid-Range,Casual Dining
ORD010216,R01285,Bangalore,Thai,2023-10-28,4,1362,544,818,40,3.6,Mid-Range,Fine Dining
ORD010217,R01927,Pune,Mexican,2024-12-11,4,448,179,269,75,3.3,Budget,Casual Dining
ORD010218,R01244,Kolkata,Thai,2024-12-17,2,263,105,158,45,3.0,Budget,Casual Dining
ORD010219,R01485,Mumbai,Thai,2023-06-30,3,685,342,343,50,,Budget,Casual Dining
ORD010220,R01409,Kolkata,Mexican,2023-08-09,2,452,90,362,58,4.0,Mid-Range,Cafe
ORD010221,R01460,Mumbai,Thai,2024-03-12,1,78,0,78,49,3.2,Budget,Quick Bites
ORD010222,R00427,Jaipur,Chinese,2023-08-09,4,1884,565,1319,31,,Mid-Range,Casual Dining
ORD010223,R01921,Delhi,Italian,2024-11-28,3,1092,327,765,69,,Mid-Range,Quick Bites
ORD010224,R01296,Lucknow,Continental,2024-12-11,3,1747,0,1747,90,4.3,Premium,Quick Bites
ORD010225,R00434,Delhi,Fast Food,2023-08-15,1,422,84,338,72,,Mid-Range,Cloud Kitchen
ORD010226,R00917,Pune,Desserts,2023-04-22,5,1130,565,565,43,3.7,Mid-Range,Cloud Kitchen
ORD010227,R00062,Chennai,Italian,2024-04-28,2,291,0,291,64,,Budget,Cloud Kitchen
ORD010228,R00198,Ahmedabad,Thai,2024-12-14,4,1427,142,1285,31,,Mid-Range,Quick Bites
ORD010229,R00675,Chennai,Fast Food,2024-03-25,1,289,0,289,67,3.0,Mid-Range,Casual Dining
ORD010230,R00539,Jaipur,Biryani,2023-12-19,4,1448,289,1159,24,3.6,Mid-Range,Quick Bites
ORD010231,R01764,Pune,North Indian,2023-02-06,5,632,0,632,32,,Budget,Cafe
ORD010232,R01720,Mumbai,Mexican,2024-03-28,4,425,127,298,20,3.2,Budget,Casual Dining
ORD010233,R00119,Bangalore,Thai,2023-02-23,2,629,0,629,38,,Mid-Range,Cloud Kitchen
ORD010234,R00777,Ahmedabad,Fast Food,2024-01-29,1,473,0,473,28,4.3,Premium,Quick Bites
ORD010235,R00411,Jaipur,Chinese,2023-03-20,1,246,49,197,28,4.4,Mid-Range,Quick Bites
ORD010236,R00776,Pune,Mexican,2024-04-06,1,595,119,476,32,3.7,Premium,Fine Dining
ORD010237,R01370,Ahmedabad,Continental,2024-06-12,5,691,69,622,27,,Budget,Quick Bites
ORD010238,R00166,Bangalore,North Indian,2024-08-22,4,1171,234,937,46,3.3,Mid-Range,Quick Bites
ORD010239,R00886,Chennai,Italian,2024-05-27,2,525,210,315,48,,Mid-Range,Dhaba
ORD010240,R00424,Pune,Fast Food,2024-02-20,5,4117,1235,2882,31,,Premium,Cloud Kitchen
ORD010241,R01724,Hyderabad,Desserts,2023-09-26,1,343,68,275,75,,Mid-Range,Quick Bites
ORD010242,R00541,Ahmedabad,Thai,2024-08-07,5,1464,292,1172,48,3.0,Mid-Range,Casual Dining
ORD010243,R01710,Lucknow,North Indian,2024-04-06,4,616,0,616,43,,Budget,Fine Dining
ORD010244,R00398,Kolkata,Continental,2024-12-07,2,587,0,587,69,3.4,Mid-Range,Casual Dining
ORD010245,R01075,Delhi,Biryani,2023-09-05,1,348,69,279,42,3.9,Mid-Range,Cafe
ORD010246,R00789,Lucknow,Fast Food,2024-08-04,4,3676,0,3676,32,3.9,Premium,Casual Dining
ORD010247,R01250,Jaipur,Desserts,2024-02-13,1,147,29,118,46,4.0,Budget,Cafe
ORD010248,R01826,Pune,Thai,2023-12-05,1,311,31,280,34,,Mid-Range,Casual Dining
ORD010249,R00057,Mumbai,Mexican,2023-11-14,4,741,222,519,81,,Budget,Cafe
ORD010250,R01830,Chennai,Thai,2023-02-25,3,532,0,532,24,3.9,Budget,Quick Bites
ORD010251,R01205,Kolkata,South Indian,2024-05-02,4,1013,202,811,66,,Mid-Range,Quick Bites
ORD010252,R01427,Delhi,North Indian,2024-11-23,5,1088,435,653,55,4.2,Budget,Dhaba
ORD010253,R01879,Kolkata,South Indian,2023-03-11,3,234,0,234,21,3.1,Budget,Cafe
ORD010254,R01287,Kolkata,Desserts,2023-06-08,3,2256,0,2256,52,,Premium,Cloud Kitchen
ORD010255,R00526,Jaipur,Mexican,2024-03-24,2,597,119,478,40,3.3,Mid-Range,Cloud Kitchen
ORD010256,R01210,Bangalore,Continental,2023-03-04,5,3359,335,3024,31,4.0,Premium,Fine Dining
ORD010257,R00718,Delhi,Thai,2023-02-24,5,3294,658,2636,57,3.7,Premium,Cloud Kitchen
ORD010258,R01399,Pune,Italian,2024-08-28,3,1040,416,624,56,4.2,Mid-Range,Dhaba
ORD010259,R00816,Lucknow,North Indian,2023-02-18,1,319,0,319,56,4.1,Mid-Range,Casual Dining
ORD010260,R00332,Mumbai,Desserts,2023-11-05,2,215,64,151,67,2.6,Budget,Fine Dining
ORD010261,R00151,Pune,North Indian,2023-04-03,1,256,51,205,28,,Mid-Range,Quick Bites
ORD010262,R01876,Mumbai,Continental,2023-08-31,3,967,483,484,54,3.6,Mid-Range,Quick Bites
ORD010263,R01596,Kolkata,Italian,2023-03-07,2,593,0,593,74,4.0,Mid-Range,Cloud Kitchen
ORD010264,R00329,Pune,North Indian,2023-02-06,4,755,151,604,39,3.5,Budget,Quick Bites
ORD010265,R01535,Delhi,Fast Food,2024-12-02,4,1590,636,954,62,3.9,Mid-Range,Casual Dining
ORD010266,R00948,Mumbai,Biryani,2024-10-07,2,564,112,452,55,3.1,Mid-Range,Dhaba
ORD010267,R01396,Ahmedabad,Continental,2023-05-26,3,2160,0,2160,53,4.2,Premium,Cloud Kitchen
ORD010268,R00064,Mumbai,North Indian,2024-12-19,3,916,274,642,19,4.0,Mid-Range,Cloud Kitchen
ORD010269,R00051,Lucknow,Desserts,2023-03-15,5,791,237,554,24,,Budget,Quick Bites
ORD010270,R01079,Jaipur,Chinese,2024-01-10,2,593,0,593,86,,Mid-Range,Casual Dining
ORD010271,R01044,Pune,North Indian,2023-07-21,2,1072,214,858,36,4.3,Premium,Casual Dining
ORD010272,R00651,Mumbai,North Indian,2023-04-18,3,809,80,729,91,3.9,Mid-Range,Casual Dining
ORD010273,R01771,Pune,North Indian,2023-12-11,2,264,52,212,60,,Budget,Cafe
ORD010274,R01639,Chennai,Desserts,2024-01-13,1,559,111,448,71,,Premium,Fine Dining
ORD010275,R00595,Chennai,Continental,2024-07-29,4,3395,1018,2377,52,4.6,Premium,Fine Dining
ORD010276,R00008,Kolkata,Italian,2024-06-15,5,1540,154,1386,21,,Mid-Range,Quick Bites
ORD010277,R00491,Bangalore,Fast Food,2024-03-27,3,1029,308,721,42,,Mid-Range,Cafe
ORD010278,R00899,Ahmedabad,Desserts,2023-10-05,2,336,134,202,46,3.9,Budget,Fine Dining
ORD010279,R00665,Delhi,North Indian,2024-12-29,2,1101,440,661,21,3.5,Premium,Cafe
ORD010280,R01019,Ahmedabad,Biryani,2024-02-23,4,243,0,243,73,4.0,Budget,Dhaba
ORD010281,R00114,Pune,Mexican,2024-01-22,3,466,0,466,50,3.2,Budget,Fine Dining
ORD010282,R00377,Pune,Thai,2024-09-11,4,702,70,632,26,4.6,Mid-Range,Quick Bites
ORD010283,R01286,Delhi,South Indian,2023-05-09,1,267,53,214,52,3.1,Mid-Range,Fine Dining
ORD010284,R01032,Delhi,Thai,2023-05-19,1,92,27,65,36,3.8,Budget,Fine Dining
ORD010285,R00226,Mumbai,South Indian,2024-11-09,2,996,99,897,43,,Premium,Casual Dining
ORD010286,R00920,Kolkata,Biryani,2024-12-07,1,252,0,252,74,4.0,Mid-Range,Quick Bites
ORD010287,R00870,Chennai,Continental,2023-05-29,5,1046,313,733,49,,Mid-Range,Fine Dining
ORD010288,R01895,Bangalore,Continental,2024-01-13,1,114,34,80,21,3.2,Budget,Casual Dining
ORD010289,R01064,Mumbai,Continental,2024-09-11,4,885,88,797,36,4.0,Mid-Range,Dhaba
ORD010290,R01463,Delhi,North Indian,2024-01-23,3,970,291,679,23,4.4,Mid-Range,Quick Bites
ORD010291,R00514,Bangalore,Continental,2024-12-13,5,1644,328,1316,43,,Mid-Range,Casual Dining
ORD010292,R00703,Jaipur,South Indian,2023-12-17,4,858,171,687,72,3.6,Mid-Range,Dhaba
ORD010293,R01705,Mumbai,North Indian,2023-04-06,3,1605,642,963,59,4.1,Premium,Casual Dining
ORD010294,R00373,Hyderabad,Chinese,2023-07-28,4,1165,116,1049,29,2.9,Mid-Range,Quick Bites
ORD010295,R00865,Mumbai,Mexican,2024-05-25,4,1387,138,1249,56,,Mid-Range,Quick Bites
ORD010296,R01901,Delhi,Desserts,2024-05-11,5,1180,118,1062,47,4.4,Mid-Range,Quick Bites
ORD010297,R00301,Bangalore,Chinese,2024-07-24,4,1468,0,1468,43,,Mid-Range,Quick Bites
ORD010298,R00776,Pune,Mexican,2023-05-21,5,2830,566,2264,29,3.9,Premium,Fine Dining
ORD010299,R00193,Delhi,Mexican,2023-07-08,2,361,36,325,49,3.5,Budget,Casual Dining
ORD010300,R01716,Pune,Biryani,2024-05-23,3,304,91,213,57,,Budget,Cloud Kitchen
ORD010301,R00214,Chennai,Biryani,2023-08-25,4,1717,0,1717,26,4.2,Mid-Range,Cloud Kitchen
ORD010302,R00625,Bangalore,Desserts,2024-03-05,1,449,134,315,35,,Mid-Range,Casual Dining
ORD010303,R01357,Chennai,North Indian,2024-11-12,3,480,96,384,52,4.2,Budget,Casual Dining
ORD010304,R00982,Pune,Continental,2024-05-08,1,186,74,112,24,,Budget,Fine Dining
ORD010305,R01168,Jaipur,North Indian,2024-08-01,2,577,230,347,28,3.8,Mid-Range,Dhaba
ORD010306,R00969,Kolkata,Desserts,2024-04-22,5,899,0,899,85,,Budget,Cafe
ORD010307,R00770,Ahmedabad,Desserts,2024-06-19,3,173,17,156,42,4.1,Budget,Quick Bites
ORD010308,R00008,Kolkata,Italian,2024-06-26,4,1214,121,1093,25,3.4,Mid-Range,Quick Bites
ORD010309,R00949,Kolkata,Thai,2024-06-16,2,704,140,564,31,,Mid-Range,Dhaba
ORD010310,R00378,Mumbai,Desserts,2024-03-25,4,2693,0,2693,40,,Premium,Dhaba
ORD010311,R01147,Hyderabad,Mexican,2024-10-27,2,1143,228,915,49,4.0,Premium,Casual Dining
ORD010312,R00398,Kolkata,Continental,2024-02-05,4,939,0,939,48,4.0,Mid-Range,Casual Dining
ORD010313,R00677,Kolkata,Desserts,2023-12-01,1,113,11,102,60,,Budget,Quick Bites
ORD010314,R01413,Bangalore,Desserts,2023-03-01,1,345,0,345,31,,Mid-Range,Quick Bites
ORD010315,R00625,Bangalore,Desserts,2024-06-24,5,1969,590,1379,33,,Mid-Range,Casual Dining
ORD010316,R01543,Jaipur,Italian,2024-01-12,2,673,269,404,53,4.0,Mid-Range,Quick Bites
ORD010317,R00617,Pune,Chinese,2024-07-18,4,3496,1048,2448,44,3.8,Premium,Casual Dining
ORD010318,R01246,Ahmedabad,Mexican,2023-12-18,2,622,0,622,71,4.3,Mid-Range,Quick Bites
ORD010319,R01313,Mumbai,North Indian,2023-06-30,5,1156,231,925,58,3.5,Mid-Range,Fine Dining
ORD010320,R00631,Delhi,Continental,2024-05-24,2,888,355,533,76,4.4,Mid-Range,Quick Bites
ORD010321,R00968,Chennai,Fast Food,2024-05-22,3,2587,0,2587,52,,Premium,Quick Bites
ORD010322,R01505,Delhi,Chinese,2024-06-08,4,1107,0,1107,60,,Mid-Range,Quick Bites
